Name,r,claimedtype,redshift,alias,spectrum_count,in_anderson,in_cccp,in_pantheon,in_sanders,spec_class
SN2018hux,3,Ia,0.078778,SN2018hux;AT2018hux;ZTF18acbxkpa;MLS181104:234254-051815,1,0,0,0,0,0
SN2018huy,3,Ia,0.0883;0.0883,SN2018huy;AT2018huy;ZTF18acbzpxx,1,0,0,0,0,0
SN2018huz,3,Ia,-0.000334,SN2018huz;AT2018huz;ZTF18acbyyff;ATLAS18ymq,0,0,0,0,0,0
SN2018hva,1,Ia,0.05;0.05,SN2018hva;AT2018hva;ZTF18acaqcdg;Gaia18dnp,1,0,0,0,0,0
SN2018hvl,1,Ia,0.08;0.08,SN2018hvl;AT2018hvl;ZTF18acbxrrx,1,0,0,0,0,0
SN2018hwm,7,II,0.00897;0.00897,SN2018hwm;AT2018hwm;Gaia18drr,2,0,0,0,0,0
SN2018hxf,2,II;CC,0.0296;0.0296;0.0296,SN2018hxf;AT2018hxf;ASASSN-18ze;ATLAS18ymf;ZTF18acebssa,1,0,0,0,0,0
SN2018hzd,2,Ia,0.05;0.05,SN2018hzd;AT2018hzd;ATLAS18yia;ZTF18acbxmvy,1,0,0,0,0,0
SN2018hzn,9,IIn,0.083;0.083,SN2018hzn;AT2018hzn;Gaia18dho;ZTF18accnfrz,0,0,0,0,0,0
SN2018iau,2,Ia,0.11;0.11,SN2018iau;AT2018iau;ZTF18acbznkf,0,0,0,0,0,0
SN2018iaw,1,SLSN-II,0.206;0.206,SN2018iaw;AT2018iaw;ZTF18abxbmqh;ATLAS18yzy,0,0,0,0,0,0
SN2018ibj,2,Ia,0.096612,SN2018ibj;AT2018ibj;ZTF18aaqkjuw,1,0,0,0,0,0
SN2018iby,1,II,0.025207,SN2018iby;AT2018iby;ZTF18acbzvpg;PS18cfo,1,0,0,0,0,0
SN2018icz,3,Ia,0.1;0.1,SN2018icz;AT2018icz;Gaia18did;MLS181109:100315+150443;ZTF18accngfb,0,0,0,0,0,0
SN2018ide,1,Ia-91T,0.07;0.07,SN2018ide;AT2018ide;ZTF18accnbgw;ATLAS18ypc;PS18cjv,1,0,0,0,0,0
SN2018idh,2,II,0.04;0.04,SN2018idh;AT2018idh;ZTF18accmkud;ATLAS18yap;MLS181209:070748+362826,1,0,0,0,0,0
SN2018iet,2,Ia,0.06;0.06,SN2018iet;AT2018iet;ZTF18acchzkf;ATLAS18ynw,1,0,0,0,0,0
SN2018igt,2,Ia,0.032;0.032,SN2018igt;AT2018igt;ZTF18accndxn;Gaia18dnz;ATLAS18zel,1,0,0,0,0,0
SN2018igw,1,Ia,0.046099,SN2018igw;AT2018igw;ZTF18accpjkb,1,0,0,0,0,0
SN2018ihe,1,Ia,0.06;0.06,SN2018ihe;AT2018ihe;ZTF18acbznvp;ATLAS18zdz,1,0,0,0,0,0
SN2018iif,3,II Pec,0.201;0.201,SN2018iif;AT2018iif;ATLAS18yzn;ZTF18acbxskh,1,0,0,0,0,0
SN2018iis,1,II,0.04;0.04,SN2018iis;AT2018iis;ZTF18accfjmp,1,0,0,0,0,0
SN2018ikb,1,Ia,0.053;0.053,SN2018ikb;AT2018ikb;ZTF18acfwmqj,1,0,0,0,0,0
SN2018ikg,2,Ia,0.035184,SN2018ikg;AT2018ikg;ZTF18acehilk,0,0,0,0,0,0
SN2018ilu,2,Ia,0.0179,SN2018ilu;AT2018ilu;ATLAS18zek;ZTF18achaqmd;Gaia18dul,1,0,0,0,0,0
SN2018imq,5,Ia,0.066;0.066,SN2018imq;AT2018imq;ATLAS18zga;ZTF18acepwhb,1,0,0,0,0,0
SN2018inm,3,II,0.04;0.04,SN2018inm;AT2018inm;ZTF18achtnvk;ATLAS18zgm;PS18byw,1,0,0,0,0,0
SN2018ino,1,II,0.02094;0.02094,SN2018ino;AT2018ino;ASASSN-18zx;Gaia18dsb,0,0,0,0,0,0
SN2018ins,7,Ia,0.05;0.05,SN2018ins;AT2018ins;Gaia18dke;ZTF18achyqcq,1,0,0,0,0,0
SN2018iqu,12,Ia,0.084;0.084,SN2018iqu;AT2018iqu;ZTF18acmznfc;Gaia18dog,1,0,0,0,0,0
SN2018iqy,2,Ia,0.022496,SN2018iqy;AT2018iqy;MASTER OT J115627.11+034613.1;<a id="MASJ115627.11+034613.1">MASTER OT J115627.11+034613.1</a>,1,0,0,0,0,0
SN2018isb,1,Ia,0.083317,SN2018isb;AT2018isb;ZTF18aceyjco,1,0,0,0,0,0
SN2018ise,1,Ic,0.0552;0.0552,SN2018ise;AT2018ise;ZTF18achcpwu;ATLAS18bajs;PS18ckt,1,0,0,0,0,0
SN2018isf,2,Ia,0.0766;0.0766,SN2018isf;AT2018isf;ZTF18acnnxzz;ATLAS18bajt;PS18cgu,0,0,0,0,0,0
SN2018iso,1,Ia,0.03332;0.03332,SN2018iso;AT2018iso;ZTF18acdwazf;Gaia19acf,0,0,0,0,0,0
SN2018ith,2,Ia,0.041;0.041,SN2018ith;AT2018ith;ZTF18acmxkzj;MLS181205:003922+064721;ATLAS18zng;Gaia18dvg,1,0,0,0,0,0
SN2018itl,16,Ia,0.036;0.036,SN2018itl;AT2018itl;ZTF18acmzpbf;Gaia18dnc;ATLAS18zlv,0,0,0,0,0,0
SN2018itn,1,Ia,0.065;0.065,SN2018itn;AT2018itn;ZTF18acnbenl;ATLAS18zod,1,0,0,0,0,0
SN2018itr,3,Ia,0.06;0.06,SN2018itr;AT2018itr;ATLAS18zkb;ZTF18acmyxfx,1,0,0,0,0,0
SN2018iuc,2,Ia,0.09;0.09,SN2018iuc;AT2018iuc;ZTF18acpeesd,0,0,0,0,0,0
SN2018iuf,1,Ia,0.08;0.08,SN2018iuf;AT2018iuf;ZTF18acmwptq;ATLAS18bbrs,1,0,0,0,0,0
SN2018iug,7,IIb,0.073;0.073,SN2018iug;AT2018iug;ZTF18acnmifq;PS18cjo,1,0,0,0,0,0
SN2018iui,10,Ia,0.0493;0.0493,SN2018iui;AT2018iui;ZTF18acpfwmm;Gaia18dnr,0,0,0,0,0,0
SN2018ium,3,Ic BL;II,0.031695,SN2018ium;AT2018ium;ZTF18achdzwk;Gaia19blh,0,0,0,0,0,0
SN2018ivc,5,II,0.003793,SN2018ivc;AT2018ivc;DLT18aq;ZTF18acrcogn;ATLAS18zot,1,0,0,0,0,0
SN2018ixw,3,Ia,0.084127,SN2018ixw;AT2018ixw;ZTF18achmxsx;PS19ch,1,0,0,0,0,0
SN2018iyw,2,Ia,0.071686,SN2018iyw;AT2018iyw;ZTF18acpscso;ATLAS18baii;Gaia18dvd,1,0,0,0,0,0
SN2018iyx,4,Ia,0.09;0.09,SN2018iyx;AT2018iyx;ZTF18acptgzz,0,0,0,0,0,0
SN2018izc,5,II,0.041944,SN2018izc;AT2018izc;ZTF18acqsfxh,1,0,0,0,0,0
SN2018izd,7,Ia,0.03;0.03,SN2018izd;AT2018izd;ZTF18acqxcga;MLS181209:070255+335015;PS18cck,1,0,0,0,0,0
SN2018ize,4,Ia,0.063585,SN2018ize;AT2018ize;ZTF18acqxsyi,1,0,0,0,0,0
SN2018jag,3,Ia-91bg,0.03983;0.03983,SN2018jag;AT2018jag,1,0,0,0,0,0
SN2018jai,3,Ia Pec,0.05;0.05,SN2018jai;AT2018jai;ZTF18acrdciw;Gaia18drc,1,0,0,0,0,0
SN2018jao,1,Ia-91T,0.028;0.028,SN2018jao;AT2018jao;ATLAS18zmv;ZTF18acswtoq,1,0,0,0,0,0
SN2018jaw,2,Ic,0.037;0.037,SN2018jaw;AT2018jaw;ZTF18acqphpd;PS19mc,1,0,0,0,0,0
SN2018jax,1,Ia-91T;Ia,0.035;0.035,SN2018jax;AT2018jax;ZTF18acqpobb;Gaia18dse,1,0,0,0,0,0
SN2018jay,1,II,0.026419,SN2018jay;AT2018jay;ZTF18acqppuj,1,0,0,0,0,0
SN2018jaz,1,Ia,0.023118;0.023118,SN2018jaz;AT2018jaz;ZTF18acqpqph,1,0,0,0,0,0
SN2018jba,2,Ia,0.07;0.07,SN2018jba;AT2018jba;ZTF18acqsqry;Gaia18dti,1,0,0,0,0,0
SN2018jbb,2,II,0.0334;0.0334,SN2018jbb;AT2018jbb;ZTF18acqsroy,0,0,0,0,0,0
SN2018jbj,3,II,0.029;0.029,SN2018jbj;AT2018jbj;ZTF18acnbptb,0,0,0,0,0,0
SN2018jdo,2,IIn,0.037713,SN2018jdo;AT2018jdo;ATLAS18znn;ZTF18acpsrtc,0,0,0,0,0,0
SN2018jdq,3,Ia,0.028;0.028,SN2018jdq;AT2018jdq;ASASSN-18aah;ZTF19aaapnxn;Gaia19aeu,1,0,0,0,0,0
SN2018jeb,1,Ia,0.099;0.099,SN2018jeb;AT2018jeb;ZTF18acpuxuh;ATLAS18bbfb,1,0,0,0,0,0
SN2018jee,3,IIb,0.04;0.04,SN2018jee;AT2018jee;ZTF18acrcyqw,1,0,0,0,0,0
SN2018jef,4,Ia,0.07;0.07,SN2018jef;AT2018jef;ZTF18acrknyn;PS18clg,1,0,0,0,0,0
SN2018jeo,2,Ia,0.018653;0.018653,SN2018jeo;AT2018jeo;ASASSN-18aai;ATLAS18zvg;GSNST 2018-am;ZTF18aczddnw,1,0,0,0,0,0
SN2018jet,1,Ia Pec,0.06;0.06,SN2018jet;AT2018jet;ZTF18acqxwgl;PS18cka,1,0,0,0,0,0
SN2018jfb,1,Ia,0.049829,SN2018jfb;AT2018jfb;ZTF18acrdmmw;ATLAS18bbeb;MLS181216:112727+333702;Gaia19adn,1,0,0,0,0,0
SN2018jfv,4,Ia,0.061,SN2018jfv;AT2018jfv;ATLAS18zoe;ZTF18acsxvrp,2,0,0,0,0,0
SN2018jfz,3,II,0.034;0.034,SN2018jfz;AT2018jfz;ATLAS18zoj;ZTF18acrwheu;PS18bzf,2,0,0,0,0,0
SN2018jgn,2,Ia,0.066586;0.066586,SN2018jgn;AT2018jgn;ASASSN-18aar;Gaia18dru,2,0,0,0,0,0
SN2018jgx,4,Ia,0.08;0.08,SN2018jgx;AT2018jgx;ATLAS18zpv;ZTF18acrcgyb,1,0,0,0,0,0
SN2018jgy,3,II,0.02872,SN2018jgy;AT2018jgy;ATLAS18zpw;ZTF18acrflch;Gaia19aai,1,0,0,0,0,0
SN2018jgz,4,Ia,0.08;0.08,SN2018jgz;AT2018jgz;ATLAS18zpy;ZTF18acrncou,1,0,0,0,0,0
SN2018jie,2,Ia,0.061;0.061,SN2018jie;AT2018jie;ZTF18acrtykk;ATLAS18bbex,1,0,0,0,0,0
SN2018jjn,2,Ia,0.05607,SN2018jjn;AT2018jjn;ZTF18acsxusq,1,0,0,0,0,0
SN2018jjp,4,Ia,0.092;0.092,SN2018jjp;AT2018jjp;ZTF18acrlmvt,1,0,0,0,0,0
SN2018jkb,3,II,0.021;0.021,SN2018jkb;AT2018jkb;ATLAS18zro;ZTF18acszayr;Gaia18dvm,1,0,0,0,0,0
SN2018jky,4,Ia,0.01458;0.01458;0.01458,SN2018jky;AT2018jky;ASASSN-18aay;Gaia18duk;ATLAS18bahh;ZTF18acsyzca;PS19gb,1,0,0,0,0,0
SN2018jlo,2,II,0.05;0.05,SN2018jlo;AT2018jlo;ASASSN-18aba;ATLAS18bafy,0,0,0,0,0,0
SN2018jma,3,Ia,0.116;0.116,SN2018jma;AT2018jma;ATLAS18bage,1,0,0,0,0,0
SN2018jme,8,Ic,0.036939;0.036939,SN2018jme;AT2018jme;ATLAS18bagj;ZTF18acsjrbc;PS18byq,1,0,0,0,0,0
SN2018jmo,7,Ia,,SN2018jmo;AT2018jmo;PS18bzo;ZTF18acusbyf;ATLAS18bbec,1,0,0,0,0,0
SN2018jnd,4,Ia,0.09;0.09,SN2018jnd;AT2018jnd;ATLAS18baqy;ZTF18actacux,1,0,0,0,0,0
SN2018jnf,4,Ia,0.05;0.05,SN2018jnf;AT2018jnf;Gaia18dsd;ZTF18acurlbj,1,0,0,0,0,0
SN2018jnr,1,Ia,0.09;0.09,SN2018jnr;AT2018jnr;ZTF18acrxpxd,0,0,0,0,0,0
SN2018jnx,2,Ia,0.079;0.079,SN2018jnx;AT2018jnx;ZTF18acsouxk;ATLAS18bbip;PS18clk;MLS181220:095121+224630,1,0,0,0,0,0
SN2018jny,2,Ia,0.041,SN2018jny;AT2018jny;ZTF18acsovsw;ATLAS18bbdx;MLS181220:092438+252343,2,0,0,0,0,0
SN2018joe,2,Ia,0.065,SN2018joe;AT2018joe;ZTF18acrgunw;ATLAS18bbik,2,0,0,0,0,0
SN2018jof,1,Ia,0.064701,SN2018jof;AT2018jof;ZTF18acrnfww;Gaia19ack,1,0,0,0,0,0
SN2018joo,2,Ia,0.08;0.08,SN2018joo;AT2018joo;ZTF18acspjqd,1,0,0,0,0,0
SN2018jos,3,Ia,0.075627,SN2018jos;AT2018jos;ZTF18acuefvt,1,0,0,0,0,0
SN2018jov,16,Ia,0.019213;0.019213,SN2018jov;AT2018jov;ATLAS18bbdt;ZTF18acusegd,1,0,0,0,0,0
SN2018jpe,6,Ia,0.089;0.089,SN2018jpe;AT2018jpe;ATLAS18baew;PS18bxy,1,0,0,0,0,0
SN2018jpf,1,II,0.026255,SN2018jpf;AT2018jpf;ATLAS18bbhg;ZTF18acusnvl;PS18byb,1,0,0,0,0,0
SN2018jph,2,II,0.036817,SN2018jph;AT2018jph;ATLAS18bbhu;ZTF18acuring,1,0,0,0,0,0
SN2018jpi,3,,0.041012,SN2018jpi;AT2018jpi;ATLAS18bbhc,1,0,0,0,0,0
SN2018jpk,1,Ia,0.05;0.05,SN2018jpk;AT2018jpk;ZTF18acslbve,1,0,0,0,0,0
SN2018jpn,3,Ia,0.029314,SN2018jpn;AT2018jpn;ZTF18acslpba;ATLAS18balk;Gaia18dvc,0,0,0,0,0,0
SN2018jpo,3,Ia,0.06;0.06,SN2018jpo;AT2018jpo;ZTF18acsyanq;ATLAS18bayq,1,0,0,0,0,0
SN2018jpq,2,II,0.03;0.03,SN2018jpq;AT2018jpq;ZTF18acszaiy;Gaia18dvn;PS19ag,1,0,0,0,0,0
SN2018jpr,2,Ia,0.067313,SN2018jpr;AT2018jpr;ATLAS18bbgi,1,0,0,0,0,0
SN2018jpw,3,Ia,0.09;0.09,SN2018jpw;AT2018jpw;ATLAS18bazl;ZTF18acvgyzr,1,0,0,0,0,0
SN2018jqp,2,Ia,0.034994,SN2018jqp;AT2018jqp;Gaia18dsz;ATLAS18bcbs;ZTF18adalgmc,0,0,0,0,0,0
SN2018jqy,3,II,0.034039,SN2018jqy;AT2018jqy;ATLAS18bbqp;Gaia18dtg;ZTF18acvgyst,1,0,0,0,0,0
SN2018jrb,5,II,0.0446;0.0446,SN2018jrb;AT2018jrb;ATLAS18bbqs;ZTF18acuqskr,1,0,0,0,0,0
SN2018jrp,3,Ia,0.05;0.05,SN2018jrp;AT2018jrp;Gaia18dtf;ZTF18acrdwcf,1,0,0,0,0,0
SN2018jvy,2,Ia,0.07;0.07,SN2018jvy;AT2018jvy;ZTF18acuscgc;ATLAS18bcic,1,0,0,0,0,0
SN2018kav,3,Ia,0.0325;0.0325,SN2018kav;AT2018kav;ATLAS18bbvc;ZTF18acxhvkv;PS18ckf;Gaia19aln,1,0,0,0,0,0
SN2018kax,1,Ia-91T,0.0511;0.0511,SN2018kax;AT2018kax;ATLAS18bbvf;ZTF18acwvdoo;PS19fk,1,0,0,0,0,0
SN2018keq,2,Ic BL,0.04;0.04,SN2018keq;AT2018keq;ZTF18acxgoki,0,0,0,0,0,0
SN2018kfd,1,Ia,0.076;0.076,SN2018kfd;AT2018kfd;ZTF18acwyowc,1,0,0,0,0,0
SN2018kgk,1,Ia,0.035925,SN2018kgk;AT2018kgk;ATLAS18bcat;ZTF18acutfne;Gaia19acg,1,0,0,0,0,0
SN2018kgv,2,Ia,0.08;0.08,SN2018kgv;AT2018kgv;ZTF18acxijqw;ATLAS18bcfo,1,0,0,0,0,0
SN2018khc,4,Ia;Iz,0.107431,SN2018khc;AT2018khc;ZTF18acvwhaz,1,0,0,0,0,0
SN2018khd,2,Ia,0.09;0.09,SN2018khd;AT2018khd;ZTF18acxwtyx,1,0,0,0,0,0
SN2018khg,2,Ia,0.029;0.029,SN2018khg;AT2018khg;ZTF18aczdetm,1,0,0,0,0,0
SN2018khn,2,IIn,0.091;0.091,SN2018khn;AT2018khn;ZTF18acvgjqv;PS18cke;MLS190124:085618+523258,1,0,0,0,0,0
SN2018khw,2,Ia,0.03128;0.03128,SN2018khw;AT2018khw;ZTF18acwwonp,1,0,0,0,0,0
SN2018kji,1,Ia,0.035741,SN2018kji;AT2018kji;MASTER OT J152618.28+085709.2;Gaia18eaj;ZTF18acvjnst,0,0,0,0,0,0
SN2018kku,4,Ia,0.0713;0.0713,SN2018kku;AT2018kku;ZTF18acybdar;Gaia19acp,1,0,0,0,0,0
SN2018kkv,2,II P,0.031128,SN2018kkv;AT2018kkv;ZTF18acyybvg;PS19gz,1,0,0,0,0,0
SN2018klp,3,Ia,0.042;0.042,SN2018klp;AT2018klp;ZTF18aczzrkn;ATLAS18bcfl;Gaia19aib,1,0,0,0,0,0
SN2018kly,1,Ia,0.047;0.047,SN2018kly;AT2018kly;ZTF18adaadmh;ATLAS18bcez,1,0,0,0,0,0
SN2018kmu,1,Ia,0.018;0.018,SN2018kmu;AT2018kmu;ZTF18aczeesl;MLS190125:144133+481214,1,0,0,0,0,0
SN2018kne,1,II,0.03;0.03,SN2018kne;AT2018kne;ZTF18adacicy,1,0,0,0,0,0
SN2018knf,1,Ia,0.102181,SN2018knf;AT2018knf;ZTF18adacoaj,1,0,0,0,0,0
SN2018koy,2,Ia,0.031;0.031,SN2018koy;AT2018koy;ZTF18adaifep;Gaia19amj,1,0,0,0,0,0
SN2018kpo,3,II,0.01749,SN2018kpo;AT2018kpo;ATLAS18bcde;Gaia19alp,1,0,0,0,0,0
SN2018kss,1,Ia,0.021008,SN2018kss;AT2018kss;ZTF18aczrafz;Gaia19arw,1,0,0,0,0,0
SN2018kta,2,II,0.023;0.023,SN2018kta;AT2018kta;ZTF18acvwdkk;ATLAS19ahm,1,0,0,0,0,0
SN2018ktc,1,Ia,0.07;0.07,SN2018ktc;AT2018ktc;ZTF18acyawjf;ATLAS19apq,1,0,0,0,0,0
SN2018ktp,2,II,0.02;0.02,SN2018ktp;AT2018ktp;ZTF18acrygtk;Gaia19adf,1,0,0,0,0,0
SN2018ktv,2,II L,0.028289,SN2018ktv;AT2018ktv;ZTF18acwyvet;Gaia19aiw,1,0,0,0,0,0
SN2018ktx,1,Ia,0.049867,SN2018ktx;AT2018ktx;ZTF18aczemzj,1,0,0,0,0,0
SN2018kwd,1,II,0.026;0.026,SN2018kwd;AT2018kwd;Gaia18dzm;ZTF18adbadic,0,0,0,0,0,0
SN2018kww,1,Ia-91T,0.0685;0.0685,SN2018kww;AT2018kww;ZTF18aczdtgn,1,0,0,0,0,0
SN2018kxo,1,Ia,0.105;0.105,SN2018kxo;AT2018kxo;ZTF18adazbol;ATLAS19aeh,1,0,0,0,0,0
SN2018kxx,1,Ia,0.021,SN2018kxx;AT2018kxx;ZTF18accwjod,0,0,0,0,0,0
SN2018kxz,1,Ia,0.055168;0.055168,SN2018kxz;AT2018kxz;ZTF18acwwowy;ATLAS18bcid;Gaia19abt,0,0,0,0,0,0
SN2018kyb,1,Ia,0.118199,SN2018kyb;AT2018kyb;ZTF18aczenvx,1,0,0,0,0,0
SN2018kyf,1,II,0.033742,SN2018kyf;AT2018kyf;ATLAS18bcgx;Gaia18eau;ZTF18adbadfz,1,0,0,0,0,0
SN2018kyi,5,Ia,0.0214,SN2018kyi;AT2018kyi;ATLAS18bchg;ZTF18adaslwa;MLS190108:070709+261930;Gaia19asl,1,0,0,0,0,0
SN2018lai,2,Ib,0.02985,SN2018lai;AT2018lai;ZTF18aczcumi;PS19bf,0,0,0,0,0,0
SN2018lak,1,Ia,0.06;0.06,SN2018lak;AT2018lak;ZTF18adaylyq;ATLAS18bcjn;PS18cov,1,0,0,0,0,0
SN2018lan,2,II,0.026045,SN2018lan;AT2018lan;ZTF18acwzxhr,1,0,0,0,0,0
SN2018lao,2,II,0.058;0.058,SN2018lao;AT2018lao;ZTF18acxwsvb,1,0,0,0,0,0
SN2018las,2,Ia Pec,0.027;0.027,SN2018las;AT2018las;ZTF18adalarn;ATLAS18bcjl,1,0,0,0,0,0
SN2018lbh,2,II,0.042579;0.042579,SN2018lbh;AT2018lbh;ZTF18adalhga,1,0,0,0,0,0
SN2018lbi,2,Ia,0.08;0.08,SN2018lbi;AT2018lbi;ZTF18adbadqp;Gaia19abh;MLS190208:141242+184334,1,0,0,0,0,0
SN2018lcd,1,II,0.007;0.007,SN2018lcd;AT2018lcd;CSNS-18of;Gaia19abx;ZTF18abvmlow;PS19ey,1,0,0,0,0,0
SN2018ldi,1,Ia,0.07;0.07,SN2018ldi;AT2018ldi;ZTF18aczotxi;Gaia19acq,1,0,0,0,0,0
SN2018ldj,1,Ia,0.0671;0.0671,SN2018ldj;AT2018ldj;ZTF18aczpgmi;ATLAS19jci,1,0,0,0,0,0
SN2018ldu,1,II,0.026729,SN2018ldu;AT2018ldu;ZTF18adazblo;ATLAS18bcjj,1,0,0,0,0,0
SN2018ldw,1,Ia,0.078;0.078,SN2018ldw;AT2018ldw;ZTF18adbhrjs;ATLAS19acp;MLS190212:110547+022555,1,0,0,0,0,0
SN2018ldz,2,Ia,0.031182;0.031182,SN2018ldz;AT2018ldz;ZTF18adathpb;ATLAS19acu,0,0,0,0,0,0
SN2018lef,1,Ia,0.090403,SN2018lef;AT2018lef;ZTF18adazeua;ATLAS18bcjg,1,0,0,0,0,0
SN2018lem,1,Ia,0.05;0.05,SN2018lem;AT2018lem;ZTF18adbckox;PS18cqh;Gaia19ama,1,0,0,0,0,0
SN2018les,1,Ia,0.047851,SN2018les;AT2018les;ZTF18adbntwo;ATLAS19abq,0,0,0,0,0,0
SN2018lev,4,II,0.029123,SN2018lev;AT2018lev;Gaia19aac;ZTF18adachwf,0,0,0,0,0,0
SN2018lhw,1,Ia,0.107;0.107,SN2018lhw;AT2018lhw;ZTF18adbyxua;ATLAS19acr,1,0,0,0,0,0
SN2018liq,1,Ic,0.034;0.034,SN2018liq;AT2018liq;ZTF18adasisj;PS19fy;Gaia19anq,1,0,0,0,0,0
SN2018zd,80,II;IIn,0.002979;0.002979,SN2018zd;AT2018zd;Gaia18anr;ATLAS18mix,1,0,0,0,0,0
SN2019B,2,II,0.021;0.021;0.021,SN2019B;AT2019B;ASASSN-19ab;ZTF18adbmbpa;PS19ej;Gaia19adx,1,0,0,0,0,0
SN2019J,2,SLSN-I,0.12;0.12,SN2019J;AT2019J;PS18crs,0,0,0,0,0,0
SN2019aai,1,II,0.007922,SN2019aai;AT2019aai;ZTF19aadtqcd;Gaia19akv,0,0,0,0,0,0
SN2019aas,4,II,0.037033;0.037033,SN2019aas;AT2019aas;Gaia19ahb,1,0,0,0,0,0
SN2019aba,1,Ia,0.062;0.062,SN2019aba;AT2019aba;ZTF19aaeicsm,1,0,0,0,0,0
SN2019abb,1,Ic,0.015317,SN2019abb;AT2019abb;ZTF19aadwtoe,1,0,0,0,0,0
SN2019abg,2,Ia,0.07;0.07,SN2019abg;AT2019abg;ATLAS19bwf;ZTF19aaeoqkk,0,0,0,0,0,0
SN2019abh,2,Ia,0.022846;0.022846,SN2019abh;AT2019abh;ZTF18aaermez,1,0,0,0,0,0
SN2019abk,2,Ia,0.038233,SN2019abk;AT2019abk;ZTF19aaeopqn;ATLAS19cqt,1,0,0,0,0,0
SN2019abl,1,Ia,0.053468;0.053468,SN2019abl;AT2019abl;ZTF19aadyioa;ATLAS19cdn,0,0,0,0,0,0
SN2019abp,1,IIb,0.037628;0.037628,SN2019abp;AT2019abp;ZTF19aaejtof,1,0,0,0,0,0
SN2019afz,1,SLSN-II,0.106;0.106,SN2019afz;AT2019afz;ZTF19aafljiq,1,0,0,0,0,0
SN2019agh,1,Ia,0.030621;0.030621,SN2019agh;AT2019agh;ZTF19aaeoqqj,1,0,0,0,0,0
SN2019agi,1,Ia CSM,0.06;0.06,SN2019agi;AT2019agi;ZTF19aaeoqst;Gaia19ajw,1,0,0,0,0,0
SN2019agl,1,Ia,0.081;0.081,SN2019agl;AT2019agl;ZTF19aafmwfc;ATLAS19ccs,1,0,0,0,0,0
SN2019agm,1,Ia,0.037;0.037,SN2019agm;AT2019agm;ZTF19aafncsv;Gaia19awf,1,0,0,0,0,0
SN2019ago,1,Ia,0.038622;0.038622,SN2019ago;AT2019ago;ZTF19aafnecv;Gaia19avk,1,0,0,0,0,0
SN2019agr,2,Ia,0.08;0.08,SN2019agr;AT2019agr;ZTF19aafnfyc;Gaia19ajb;ATLAS19cdo,1,0,0,0,0,0
SN2019agx,2,Ib,0.036;0.035;0.036;0.035,SN2019agx;AT2019agx;SNhunt404,1,0,0,0,0,0
SN2019ahj,2,Ia,0.053;0.053,SN2019ahj;AT2019ahj;ATLAS19cau,1,0,0,0,0,0
SN2019ahs,2,Ia,0.022919;0.022919,SN2019ahs;AT2019ahs;ZTF19aafmvdb;ATLAS19cdj,1,0,0,0,0,0
SN2019ahv,2,Galaxy,0.076;0.076,SN2019ahv;AT2019ahv;ZTF19aagviec,1,0,0,0,0,0
SN2019aik,7,Ia,0.023;0.023,SN2019aik;AT2019aik;PSP19A;PSN J10373836+3727297;ATLAS19cqs;Gaia19bmm,1,0,0,0,0,0
SN2019ajc,1,Ia,0.133;0.133,SN2019ajc;AT2019ajc;ZTF19aacyqhc,1,0,0,0,0,0
SN2019ajd,1,Ia,0.141;0.141,SN2019ajd;AT2019ajd;ZTF19aaflnii,1,0,0,0,0,0
SN2019aje,5,SLSN-II;Ic,0.127,SN2019aje;AT2019aje;ATLAS19cbq,1,0,0,0,0,0
SN2019akg,3,Ia-91T,0.039331,SN2019akg;AT2019akg;ATLAS19ccn;ZTF19aaknacv,1,0,0,0,0,0
SN2019akq,2,Ia,0.017459;0.017459,SN2019akq;AT2019akq;ATLAS19cdi;Gaia19aou,1,0,0,0,0,0
SN2019amm,6,Ib,0.031654,SN2019amm;AT2019amm;ATLAS19cnl;ZTF19aakirwj,0,0,0,0,0,0
SN2019amo,1,Ia,0.05515,SN2019amo;AT2019amo;ATLAS19cnn;ZTF19aakizps,1,0,0,0,0,0
SN2019amp,3,Ia,0.06;0.06,SN2019amp;AT2019amp;ATLAS19cno,1,0,0,0,0,0
SN2019amt,7,II,0.02981;0.02981,SN2019amt;AT2019amt;ATLAS19cne;PS19mb;Gaia19but,0,0,0,0,0,0
SN2019ana,2,Ia,0.078;0.078,SN2019ana;AT2019ana;ATLAS19cmn;ZTF19aailteb,0,0,0,0,0,0
SN2019ano,4,Ia;Ia-91T,0.068;0.072,SN2019ano;AT2019ano;ASASSN-19ci;ATLAS19dbw,1,0,0,0,0,0
SN2019ape,4,Ic,0.02031,SN2019ape;AT2019ape;PS19mq;ATLAS19ded,1,0,0,0,0,0
SN2019aqm,3,Ia,0.071;0.071,SN2019aqm;AT2019aqm;ATLAS19del;ZTF19aailvgo,1,0,0,0,0,0
SN2019aqn,1,II,0.038;0.038,SN2019aqn;AT2019aqn;ATLAS19den;ZTF19aakjcxs;Gaia19ayz,1,0,0,0,0,0
SN2019arb,1,Ia,0.013696;0.013696,SN2019arb;AT2019arb;ZTF19aahjhoy;Gaia19awm,1,0,0,0,0,0
SN2019ard,1,Ia,0.06912;0.06912,SN2019ard;AT2019ard;ZTF19aahuian;ATLAS19dht,1,0,0,0,0,0
SN2019ari,1,Ia,0.054338,SN2019ari;AT2019ari;ZTF19aailqir,0,0,0,0,0,0
SN2019arl,1,II,0.029567,SN2019arl;AT2019arl;ZTF19aailvhf;Gaia19azn,0,0,0,0,0,0
